year,month,week_of_month,product_id,product,category,units,revenue
2022,1,2,1040,Timeless Sardines 1956,Timeless Sardines,4,36.0
2022,1,2,1041,Timeless Sardines 1957,Timeless Sardines,2,18.0
2022,1,2,1042,Timeless Sardines 1958,Timeless Sardines,1,9.0
2022,1,2,1043,Timeless Sardines 1959,Timeless Sardines,4,36.0
2022,1,2,1044,Timeless Sardines 1960,Timeless Sardines,3,27.0
2022,1,2,1045,Timeless Sardines 1961,Timeless Sardines,1,9.0
2022,1,2,1046,Timeless Sardines 1962,Timeless Sardines,3,27.0
2022,1,2,1047,Timeless Sardines 1963,Timeless Sardines,3,27.0
2022,1,2,1048,Timeless Sardines 1964,Timeless Sardines,2,18.0
2022,1,2,1049,Timeless Sardines 1965,Timeless Sardines,1,9.0
2022,1,2,1050,Timeless Sardines 1966,Timeless Sardines,1,9.0
2022,1,2,1051,Timeless Sardines 1967,Timeless Sardines,2,18.0
2022,1,2,1053,Timeless Sardines 1969,Timeless Sardines,1,9.0
2022,1,2,1054,Timeless Sardines 1970,Timeless Sardines,2,18.0
2022,1,2,1055,Timeless Sardines 1971,Timeless Sardines,3,27.0
2022,1,2,1056,Timeless Sardines 1972,Timeless Sardines,3,27.0
2022,1,2,1058,Timeless Sardines 1974,Timeless Sardines,1,9.0
2022,1,2,1059,Timeless Sardines 1975,Timeless Sardines,2,18.0
2022,1,2,1061,Timeless Sardines 1977,Timeless Sardines,2,18.0
2022,1,2,1062,Timeless Sardines 1978,Timeless Sardines,2,18.0
2022,1,2,1063,Timeless Sardines 1979,Timeless Sardines,1,9.0
2022,1,2,1065,Timeless Sardines 1981,Timeless Sardines,1,9.0
2022,1,2,1066,Timeless Sardines 1982,Timeless Sardines,2,18.0
2022,1,2,1068,Timeless Sardines 1984,Timeless Sardines,6,54.0
2022,1,2,1069,Timeless Sardines 1985,Timeless Sardines,4,36.0
2022,1,2,1071,Timeless Sardines 1987,Timeless Sardines,3,27.0
2022,1,2,1072,Timeless Sardines 1988,Timeless Sardines,4,36.0
2022,1,2,1073,Timeless Sardines 1989,Timeless Sardines,3,27.0
2022,1,2,1074,Timeless Sardines 1990,Timeless Sardines,2,18.0
2022,1,2,1075,Timeless Sardines 1991,Timeless Sardines,2,18.0
2022,1,2,1076,Timeless Sardines 1992,Timeless Sardines,3,27.0
2022,1,2,1077,Timeless Sardines 1993,Timeless Sardines,4,36.0
2022,1,2,1078,Timeless Sardines 1994,Timeless Sardines,4,36.0
2022,1,2,1079,Timeless Sardines 1995,Timeless Sardines,3,27.0
2022,1,2,1080,Timeless Sardines 1996,Timeless Sardines,1,9.0
2022,1,2,1081,Timeless Sardines 1997,Timeless Sardines,2,18.0
2022,1,2,1082,Timeless Sardines 1998,Timeless Sardines,1,9.0
2022,1,2,1083,Timeless Sardines 1999,Timeless Sardines,2,18.0
2022,1,2,1084,Timeless Sardines 2000,Timeless Sardines,1,9.0
2022,1,2,1085,Timeless Sardines 2001,Timeless Sardines,3,27.0
2022,1,2,1086,Timeless Sardines 2002,Timeless Sardines,1,9.0
2022,1,2,1087,Timeless Sardines 2003,Timeless Sardines,5,45.0
2022,1,2,1088,Timeless Sardines 2004,Timeless Sardines,3,27.0
2022,1,2,1089,Timeless Sardines 2005,Timeless Sardines,1,9.0
2022,1,2,1090,Timeless Sardines 2006,Timeless Sardines,1,9.0
2022,1,2,1099,Timeless Sardines 2015,Timeless Sardines,2,18.0
2022,1,2,1100,Timeless Sardines 2016,Timeless Sardines,1,9.0
2022,1,2,1103,Timeless Sardines 2019,Timeless Sardines,1,9.0
2022,1,2,1104,Timeless Sardines 2020,Timeless Sardines,3,27.0
2022,1,2,1105,Timeless Sardines 2021,Timeless Sardines,4,36.0
2022,1,2,1106,Timeless Sardines 2022,Timeless Sardines,2,18.0
2022,1,2,1107,Timeless Sardines 2023,Timeless Sardines,1,9.0
2022,1,2,1108,Timeless Sardines 2024,Timeless Sardines,7,63.0
2022,1,2,1109,Timeless Sardines 2025,Timeless Sardines,4,36.0
2022,1,2,1110,Timeless Sardines 2026,Timeless Sardines,2,18.0
2022,1,2,1111,Skinless & Boneless Sardines in Virgin Olive Oil,Sardines,167,2505.0
2022,1,2,1112,Small Sardines (Petinga),Sardines,3,23.7
2022,1,2,1113,Sardines with Peppers,Sardines,45,441.0
2022,1,2,1114,Spicy Smoked Sardines,Sardines,44,431.2
2022,1,2,1115,Sardines with Lemon,Sardines,32,313.6
2022,1,2,1116,Sardines in Tomato Sauce,Sardines,25,245.0
2022,1,2,1117,Sardines with Mustard,Sardines,31,353.4
2022,1,2,1118,Sardines with Ketchup,Sardines,3,30.0
2022,1,2,1119,Sardines with Seaweed in Extra Virgin Olive Oil,Sardines,2,25.6
2022,1,2,1121,Lingote (Ingot),Sardines,5,110.0
2022,1,2,1122,Sardines in Brine,Sardines,8,56.0
2022,1,2,1123,Anchovies,Sardines,45,432.0
2022,1,2,1124,Sardines w/ Stuffed Olives | Lisboa,Sardines w/ Stuffed Olives (Cities),20,260.0
2022,1,2,1125,Sardines w/ Stuffed Olives | Porto,Sardines w/ Stuffed Olives (Cities),4,52.0
2022,1,2,1126,Sardines w/ Stuffed Olives | Sintra,Sardines w/ Stuffed Olives (Cities),3,39.0
2022,1,2,1127,Sardines w/ Stuffed Olives | Cascais,Sardines w/ Stuffed Olives (Cities),2,26.0
2022,1,2,1128,Sardines w/ Stuffed Olives | Obidos,Sardines w/ Stuffed Olives (Cities),1,13.0
2022,1,2,1129,Sardines w/ Stuffed Olives | Evora,Sardines w/ Stuffed Olives (Cities),2,26.0
2022,1,2,1131,Sardines w/ Stuffed Olives | Aveiro,Sardines w/ Stuffed Olives (Cities),1,13.0
2022,1,2,1134,Sardines w/ Stuffed Olives | Acores,Sardines w/ Stuffed Olives (Cities),1,13.0
2022,1,2,1135,Horse Mackerel in Extra Virgin Olive Oil,Other Fish & Seafood,4,24.0
2022,1,2,1136,Smoked Mussels in Olive Oil,Other Fish & Seafood,39,304.2
2022,1,2,1137,Tuna in Olive Oil,Other Fish & Seafood,36,320.4
2022,1,2,1138,Fillets with Mustard,Other Fish & Seafood,12,139.2
2022,1,2,1139,Mackerel Fillets in Olive Oil,Other Fish & Seafood,25,232.5
2022,1,2,1140,Smoked Trout in Olive Oil,Other Fish & Seafood,11,106.7
2022,1,2,1141,Squid in Stewed Sauce,Other Fish & Seafood,14,137.2
2022,1,2,1142,Spicy Needlefish in Escabeche,Other Fish & Seafood,5,53.0
2022,1,2,1143,Spicy Needlefish in Extra Virgin Olive Oil,Other Fish & Seafood,3,30.6
2022,1,2,1144,Whelks in Brine,Other Fish & Seafood,4,41.2
2022,1,2,1145,Cod in Olive Oil,Other Fish & Seafood,70,875.0
2022,1,2,1146,Smoked Cod Roe with Vegetables,Other Fish & Seafood,7,86.1
2022,1,2,1147,Baby Cuttlefish,Other Fish & Seafood,3,42.6
2022,1,2,1148,Scabbardfish in Extra Virgin Olive Oil,Other Fish & Seafood,4,54.8
2022,1,2,1149,Smoked Salmon in Olive Oil,Other Fish & Seafood,26,384.8
2022,1,2,1150,Sea Bream in Extra Virgin Olive Oil,Other Fish & Seafood,3,45.6
2022,1,2,1151,Sea Bass in Extra Virgin Olive Oil,Other Fish & Seafood,39,596.7
2022,1,2,1152,Octopus in Extra Virgin Olive Oil,Other Fish & Seafood,71,1121.8
2022,1,2,1153,Shrimp Scampi (Prawns),Other Fish & Seafood,33,594.0
2022,1,2,1154,Meagre in Extra Virgin Olive Oil,Other Fish & Seafood,4,72.0
2022,1,2,1155,Smoked Sole in Olive Oil,Other Fish & Seafood,5,123.5
2022,1,2,1156,Eels in Escabeche,Other Fish & Seafood,2,56.0
2022,1,2,1157,Smoked Eel Fillets in Olive Oil,Other Fish & Seafood,4,137.6
2022,1,2,1158,King Crab,Other Fish & Seafood,2,168.6
2022,1,2,1159,Spicy Lobster with Seaweed in EVOO,Other Fish & Seafood,4,185.6
2022,1,2,1161,Sardine Roe,Other Fish & Seafood,1,47.6
2022,1,2,1162,Mackerel Pate,Pates,8,66.4
2022,1,2,1163,Sardine Pate,Pates,12,105.6
2022,1,2,1164,Sardine Pate with Mustard,Pates,1,9.4
2022,1,2,1165,Sardine Pate with Lemon,Pates,9,86.4
2022,1,2,1166,Cod Pate,Pates,14,137.2
2022,1,2,1167,Eel Escabeche Pate,Pates,3,32.4
2022,1,2,1168,Oat Balls with Vegetables,Vegetarian,5,44.0
2022,1,2,1169,Chickpea & Carrot Fritters,Vegetarian,2,19.4
2022,1,2,1170,Portobello Mushroom,Vegetarian,4,48.8
2022,1,2,1171,Sardine Summer Tote Bag,Packaging & Accessories,9,4.5
2022,1,2,1172,TNT Bag,Packaging & Accessories,2,4.0
2022,1,2,1174,Large Bag COMUR/MFSP,Packaging & Accessories,2,1.0
2022,1,2,1175,Small MFSP Bag,Packaging & Accessories,6,1.2
2022,1,2,1176,Portuguese Sardine Box 8un,Packaging & Accessories,32,0.0
2022,1,2,1177,Pates Box,Packaging & Accessories,2,0.0
2022,1,2,1178,Anchovies Box,Packaging & Accessories,2,0.0
2022,1,2,1180,Lingote Box,Packaging & Accessories,1,0.0
2022,1,2,1181,Crazy for Sardines Box,Packaging & Accessories,10,0.0
2022,1,3,1000,Timeless Sardines 1916,Timeless Sardines,1,9.0
2022,1,3,1001,Timeless Sardines 1917,Timeless Sardines,1,9.0
2022,1,3,1002,Timeless Sardines 1918,Timeless Sardines,2,18.0
2022,1,3,1007,Timeless Sardines 1923,Timeless Sardines,1,9.0
2022,1,3,1010,Timeless Sardines 1926,Timeless Sardines,3,27.0
2022,1,3,1011,Timeless Sardines 1927,Timeless Sardines,2,18.0
2022,1,3,1012,Timeless Sardines 1928,Timeless Sardines,1,9.0
2022,1,3,1015,Timeless Sardines 1931,Timeless Sardines,1,9.0
2022,1,3,1016,Timeless Sardines 1932,Timeless Sardines,1,9.0
2022,1,3,1022,Timeless Sardines 1938,Timeless Sardines,1,9.0
2022,1,3,1024,Timeless Sardines 1940,Timeless Sardines,1,9.0
2022,1,3,1025,Timeless Sardines 1941,Timeless Sardines,1,9.0
2022,1,3,1028,Timeless Sardines 1944,Timeless Sardines,1,9.0
2022,1,3,1029,Timeless Sardines 1945,Timeless Sardines,1,9.0
2022,1,3,1030,Timeless Sardines 1946,Timeless Sardines,1,9.0
2022,1,3,1031,Timeless Sardines 1947,Timeless Sardines,1,9.0
2022,1,3,1033,Timeless Sardines 1949,Timeless Sardines,2,18.0
2022,1,3,1034,Timeless Sardines 1950,Timeless Sardines,2,18.0
2022,1,3,1035,Timeless Sardines 1951,Timeless Sardines,1,9.0
2022,1,3,1036,Timeless Sardines 1952,Timeless Sardines,2,18.0
2022,1,3,1037,Timeless Sardines 1953,Timeless Sardines,2,18.0
2022,1,3,1038,Timeless Sardines 1954,Timeless Sardines,3,27.0
2022,1,3,1039,Timeless Sardines 1955,Timeless Sardines,1,9.0
2022,1,3,1040,Timeless Sardines 1956,Timeless Sardines,2,18.0
2022,1,3,1041,Timeless Sardines 1957,Timeless Sardines,2,18.0
2022,1,3,1042,Timeless Sardines 1958,Timeless Sardines,3,27.0
2022,1,3,1043,Timeless Sardines 1959,Timeless Sardines,5,45.0
2022,1,3,1044,Timeless Sardines 1960,Timeless Sardines,2,18.0
2022,1,3,1045,Timeless Sardines 1961,Timeless Sardines,1,9.0
2022,1,3,1046,Timeless Sardines 1962,Timeless Sardines,2,18.0
2022,1,3,1048,Timeless Sardines 1964,Timeless Sardines,4,36.0
2022,1,3,1049,Timeless Sardines 1965,Timeless Sardines,1,9.0
2022,1,3,1050,Timeless Sardines 1966,Timeless Sardines,1,9.0
2022,1,3,1051,Timeless Sardines 1967,Timeless Sardines,3,27.0
2022,1,3,1052,Timeless Sardines 1968,Timeless Sardines,1,9.0
2022,1,3,1053,Timeless Sardines 1969,Timeless Sardines,1,9.0
2022,1,3,1054,Timeless Sardines 1970,Timeless Sardines,4,36.0
2022,1,3,1056,Timeless Sardines 1972,Timeless Sardines,2,18.0
2022,1,3,1057,Timeless Sardines 1973,Timeless Sardines,2,18.0
2022,1,3,1058,Timeless Sardines 1974,Timeless Sardines,1,9.0
2022,1,3,1059,Timeless Sardines 1975,Timeless Sardines,1,9.0
2022,1,3,1061,Timeless Sardines 1977,Timeless Sardines,3,27.0
2022,1,3,1062,Timeless Sardines 1978,Timeless Sardines,4,36.0
2022,1,3,1063,Timeless Sardines 1979,Timeless Sardines,2,18.0
2022,1,3,1064,Timeless Sardines 1980,Timeless Sardines,2,18.0
2022,1,3,1065,Timeless Sardines 1981,Timeless Sardines,1,9.0
2022,1,3,1068,Timeless Sardines 1984,Timeless Sardines,1,9.0
2022,1,3,1069,Timeless Sardines 1985,Timeless Sardines,1,9.0
2022,1,3,1070,Timeless Sardines 1986,Timeless Sardines,4,36.0
2022,1,3,1071,Timeless Sardines 1987,Timeless Sardines,1,9.0
2022,1,3,1072,Timeless Sardines 1988,Timeless Sardines,2,18.0
2022,1,3,1073,Timeless Sardines 1989,Timeless Sardines,2,18.0
2022,1,3,1074,Timeless Sardines 1990,Timeless Sardines,2,18.0
2022,1,3,1075,Timeless Sardines 1991,Timeless Sardines,3,27.0
2022,1,3,1076,Timeless Sardines 1992,Timeless Sardines,3,27.0
2022,1,3,1077,Timeless Sardines 1993,Timeless Sardines,4,36.0
2022,1,3,1078,Timeless Sardines 1994,Timeless Sardines,3,27.0
2022,1,3,1079,Timeless Sardines 1995,Timeless Sardines,4,36.0
2022,1,3,1080,Timeless Sardines 1996,Timeless Sardines,2,18.0
2022,1,3,1081,Timeless Sardines 1997,Timeless Sardines,5,45.0
2022,1,3,1082,Timeless Sardines 1998,Timeless Sardines,2,18.0
2022,1,3,1083,Timeless Sardines 1999,Timeless Sardines,1,9.0
2022,1,3,1084,Timeless Sardines 2000,Timeless Sardines,3,27.0
2022,1,3,1085,Timeless Sardines 2001,Timeless Sardines,2,18.0
2022,1,3,1086,Timeless Sardines 2002,Timeless Sardines,1,9.0
2022,1,3,1087,Timeless Sardines 2003,Timeless Sardines,3,27.0
2022,1,3,1088,Timeless Sardines 2004,Timeless Sardines,1,9.0
2022,1,3,1089,Timeless Sardines 2005,Timeless Sardines,2,18.0
2022,1,3,1090,Timeless Sardines 2006,Timeless Sardines,2,18.0
2022,1,3,1094,Timeless Sardines 2010,Timeless Sardines,1,9.0
2022,1,3,1095,Timeless Sardines 2011,Timeless Sardines,1,9.0
2022,1,3,1096,Timeless Sardines 2012,Timeless Sardines,1,9.0
2022,1,3,1098,Timeless Sardines 2014,Timeless Sardines,1,9.0
2022,1,3,1099,Timeless Sardines 2015,Timeless Sardines,2,18.0
2022,1,3,1100,Timeless Sardines 2016,Timeless Sardines,2,18.0
2022,1,3,1102,Timeless Sardines 2018,Timeless Sardines,3,27.0
2022,1,3,1103,Timeless Sardines 2019,Timeless Sardines,1,9.0
2022,1,3,1104,Timeless Sardines 2020,Timeless Sardines,2,18.0
2022,1,3,1105,Timeless Sardines 2021,Timeless Sardines,1,9.0
2022,1,3,1106,Timeless Sardines 2022,Timeless Sardines,1,9.0
2022,1,3,1108,Timeless Sardines 2024,Timeless Sardines,5,45.0
2022,1,3,1109,Timeless Sardines 2025,Timeless Sardines,4,36.0
2022,1,3,1110,Timeless Sardines 2026,Timeless Sardines,1,9.0
2022,1,3,1111,Skinless & Boneless Sardines in Virgin Olive Oil,Sardines,143,2145.0
2022,1,3,1112,Small Sardines (Petinga),Sardines,6,47.4
2022,1,3,1113,Sardines with Peppers,Sardines,39,382.2
2022,1,3,1114,Spicy Smoked Sardines,Sardines,50,490.0
2022,1,3,1115,Sardines with Lemon,Sardines,24,235.2
2022,1,3,1116,Sardines in Tomato Sauce,Sardines,42,411.6
2022,1,3,1117,Sardines with Mustard,Sardines,26,296.4
2022,1,3,1118,Sardines with Ketchup,Sardines,5,50.0
2022,1,3,1119,Sardines with Seaweed in Extra Virgin Olive Oil,Sardines,7,89.6
2022,1,3,1121,Lingote (Ingot),Sardines,5,110.0
2022,1,3,1122,Sardines in Brine,Sardines,4,28.0
2022,1,3,1123,Anchovies,Sardines,33,316.8
2022,1,3,1124,Sardines w/ Stuffed Olives | Lisboa,Sardines w/ Stuffed Olives (Cities),23,299.0
2022,1,3,1125,Sardines w/ Stuffed Olives | Porto,Sardines w/ Stuffed Olives (Cities),5,65.0
2022,1,3,1126,Sardines w/ Stuffed Olives | Sintra,Sardines w/ Stuffed Olives (Cities),2,26.0
2022,1,3,1130,Sardines w/ Stuffed Olives | Coimbra,Sardines w/ Stuffed Olives (Cities),1,13.0
2022,1,3,1134,Sardines w/ Stuffed Olives | Acores,Sardines w/ Stuffed Olives (Cities),2,26.0
2022,1,3,1135,Horse Mackerel in Extra Virgin Olive Oil,Other Fish & Seafood,6,36.0
2022,1,3,1136,Smoked Mussels in Olive Oil,Other Fish & Seafood,30,234.0
2022,1,3,1137,Tuna in Olive Oil,Other Fish & Seafood,34,302.6
2022,1,3,1138,Fillets with Mustard,Other Fish & Seafood,12,139.2
2022,1,3,1139,Mackerel Fillets in Olive Oil,Other Fish & Seafood,18,167.4
2022,1,3,1140,Smoked Trout in Olive Oil,Other Fish & Seafood,19,184.3
2022,1,3,1141,Squid in Stewed Sauce,Other Fish & Seafood,3,29.4
2022,1,3,1142,Spicy Needlefish in Escabeche,Other Fish & Seafood,5,53.0
2022,1,3,1143,Spicy Needlefish in Extra Virgin Olive Oil,Other Fish & Seafood,4,40.8
2022,1,3,1144,Whelks in Brine,Other Fish & Seafood,7,72.1
2022,1,3,1145,Cod in Olive Oil,Other Fish & Seafood,63,787.5
2022,1,3,1146,Smoked Cod Roe with Vegetables,Other Fish & Seafood,13,159.9
2022,1,3,1147,Baby Cuttlefish,Other Fish & Seafood,2,28.4
2022,1,3,1148,Scabbardfish in Extra Virgin Olive Oil,Other Fish & Seafood,5,68.5
2022,1,3,1149,Smoked Salmon in Olive Oil,Other Fish & Seafood,22,325.6
2022,1,3,1150,Sea Bream in Extra Virgin Olive Oil,Other Fish & Seafood,7,106.4
2022,1,3,1151,Sea Bass in Extra Virgin Olive Oil,Other Fish & Seafood,33,504.9
2022,1,3,1152,Octopus in Extra Virgin Olive Oil,Other Fish & Seafood,78,1232.4
2022,1,3,1153,Shrimp Scampi (Prawns),Other Fish & Seafood,23,414.0
2022,1,3,1154,Meagre in Extra Virgin Olive Oil,Other Fish & Seafood,8,144.0
2022,1,3,1156,Eels in Escabeche,Other Fish & Seafood,2,56.0
2022,1,3,1157,Smoked Eel Fillets in Olive Oil,Other Fish & Seafood,1,34.4
2022,1,3,1159,Spicy Lobster with Seaweed in EVOO,Other Fish & Seafood,3,139.2
2022,1,3,1160,Mackerel Roe,Other Fish & Seafood,2,53.2
2022,1,3,1162,Mackerel Pate,Pates,2,16.6
2022,1,3,1163,Sardine Pate,Pates,16,140.8
2022,1,3,1164,Sardine Pate with Mustard,Pates,5,47.0
2022,1,3,1165,Sardine Pate with Lemon,Pates,4,38.4
2022,1,3,1166,Cod Pate,Pates,14,137.2
2022,1,3,1168,Oat Balls with Vegetables,Vegetarian,5,44.0
2022,1,3,1169,Chickpea & Carrot Fritters,Vegetarian,4,38.8
2022,1,3,1170,Portobello Mushroom,Vegetarian,1,12.2
2022,1,3,1171,Sardine Summer Tote Bag,Packaging & Accessories,12,6.0
2022,1,3,1172,TNT Bag,Packaging & Accessories,1,2.0
2022,1,3,1174,Large Bag COMUR/MFSP,Packaging & Accessories,2,1.0
2022,1,3,1175,Small MFSP Bag,Packaging & Accessories,3,0.6
2022,1,3,1176,Portuguese Sardine Box 8un,Packaging & Accessories,25,0.0
2022,1,3,1177,Pates Box,Packaging & Accessories,1,0.0
2022,1,3,1178,Anchovies Box,Packaging & Accessories,8,0.0
2022,1,3,1179,Comur Survival Kit Box,Packaging & Accessories,4,0.0
2022,1,3,1180,Lingote Box,Packaging & Accessories,1,0.0
2022,1,3,1181,Crazy for Sardines Box,Packaging & Accessories,10,0.0
2022,1,4,1001,Timeless Sardines 1917,Timeless Sardines,1,9.0
2022,1,4,1005,Timeless Sardines 1921,Timeless Sardines,1,9.0
2022,1,4,1006,Timeless Sardines 1922,Timeless Sardines,1,9.0
2022,1,4,1008,Timeless Sardines 1924,Timeless Sardines,1,9.0
2022,1,4,1009,Timeless Sardines 1925,Timeless Sardines,2,18.0
2022,1,4,1010,Timeless Sardines 1926,Timeless Sardines,1,9.0
2022,1,4,1012,Timeless Sardines 1928,Timeless Sardines,1,9.0
2022,1,4,1013,Timeless Sardines 1929,Timeless Sardines,2,18.0
2022,1,4,1018,Timeless Sardines 1934,Timeless Sardines,1,9.0
2022,1,4,1021,Timeless Sardines 1937,Timeless Sardines,2,18.0
2022,1,4,1022,Timeless Sardines 1938,Timeless Sardines,1,9.0
2022,1,4,1023,Timeless Sardines 1939,Timeless Sardines,1,9.0
2022,1,4,1025,Timeless Sardines 1941,Timeless Sardines,1,9.0
2022,1,4,1029,Timeless Sardines 1945,Timeless Sardines,1,9.0
2022,1,4,1030,Timeless Sardines 1946,Timeless Sardines,1,9.0
2022,1,4,1033,Timeless Sardines 1949,Timeless Sardines,1,9.0
2022,1,4,1034,Timeless Sardines 1950,Timeless Sardines,3,27.0
2022,1,4,1035,Timeless Sardines 1951,Timeless Sardines,8,72.0
2022,1,4,1036,Timeless Sardines 1952,Timeless Sardines,2,18.0
2022,1,4,1037,Timeless Sardines 1953,Timeless Sardines,2,18.0
2022,1,4,1038,Timeless Sardines 1954,Timeless Sardines,4,36.0
2022,1,4,1040,Timeless Sardines 1956,Timeless Sardines,5,45.0
2022,1,4,1041,Timeless Sardines 1957,Timeless Sardines,3,27.0
2022,1,4,1042,Timeless Sardines 1958,Timeless Sardines,3,27.0
2022,1,4,1043,Timeless Sardines 1959,Timeless Sardines,5,45.0
2022,1,4,1044,Timeless Sardines 1960,Timeless Sardines,3,27.0
2022,1,4,1045,Timeless Sardines 1961,Timeless Sardines,4,36.0
2022,1,4,1046,Timeless Sardines 1962,Timeless Sardines,2,18.0
2022,1,4,1047,Timeless Sardines 1963,Timeless Sardines,2,18.0
2022,1,4,1048,Timeless Sardines 1964,Timeless Sardines,4,36.0
2022,1,4,1049,Timeless Sardines 1965,Timeless Sardines,1,9.0
2022,1,4,1050,Timeless Sardines 1966,Timeless Sardines,5,45.0
2022,1,4,1051,Timeless Sardines 1967,Timeless Sardines,5,45.0
2022,1,4,1052,Timeless Sardines 1968,Timeless Sardines,3,27.0
2022,1,4,1053,Timeless Sardines 1969,Timeless Sardines,5,45.0
2022,1,4,1054,Timeless Sardines 1970,Timeless Sardines,7,63.0
2022,1,4,1055,Timeless Sardines 1971,Timeless Sardines,2,18.0
2022,1,4,1056,Timeless Sardines 1972,Timeless Sardines,4,36.0
2022,1,4,1058,Timeless Sardines 1974,Timeless Sardines,2,18.0
2022,1,4,1059,Timeless Sardines 1975,Timeless Sardines,1,9.0
2022,1,4,1060,Timeless Sardines 1976,Timeless Sardines,5,45.0
2022,1,4,1061,Timeless Sardines 1977,Timeless Sardines,5,45.0
2022,1,4,1062,Timeless Sardines 1978,Timeless Sardines,8,72.0
2022,1,4,1063,Timeless Sardines 1979,Timeless Sardines,3,27.0
2022,1,4,1064,Timeless Sardines 1980,Timeless Sardines,2,18.0
2022,1,4,1065,Timeless Sardines 1981,Timeless Sardines,6,54.0
2022,1,4,1066,Timeless Sardines 1982,Timeless Sardines,3,27.0
2022,1,4,1067,Timeless Sardines 1983,Timeless Sardines,1,9.0
2022,1,4,1068,Timeless Sardines 1984,Timeless Sardines,4,36.0
2022,1,4,1069,Timeless Sardines 1985,Timeless Sardines,4,36.0
2022,1,4,1070,Timeless Sardines 1986,Timeless Sardines,1,9.0
2022,1,4,1071,Timeless Sardines 1987,Timeless Sardines,5,45.0
2022,1,4,1072,Timeless Sardines 1988,Timeless Sardines,4,36.0
2022,1,4,1073,Timeless Sardines 1989,Timeless Sardines,1,9.0
2022,1,4,1074,Timeless Sardines 1990,Timeless Sardines,3,27.0
2022,1,4,1075,Timeless Sardines 1991,Timeless Sardines,6,54.0
2022,1,4,1076,Timeless Sardines 1992,Timeless Sardines,4,36.0
2022,1,4,1077,Timeless Sardines 1993,Timeless Sardines,2,18.0
2022,1,4,1078,Timeless Sardines 1994,Timeless Sardines,2,18.0
2022,1,4,1079,Timeless Sardines 1995,Timeless Sardines,1,9.0
2022,1,4,1081,Timeless Sardines 1997,Timeless Sardines,4,36.0
2022,1,4,1082,Timeless Sardines 1998,Timeless Sardines,4,36.0
2022,1,4,1083,Timeless Sardines 1999,Timeless Sardines,2,18.0
2022,1,4,1084,Timeless Sardines 2000,Timeless Sardines,1,9.0
2022,1,4,1085,Timeless Sardines 2001,Timeless Sardines,4,36.0
2022,1,4,1086,Timeless Sardines 2002,Timeless Sardines,2,18.0
2022,1,4,1087,Timeless Sardines 2003,Timeless Sardines,5,45.0
2022,1,4,1089,Timeless Sardines 2005,Timeless Sardines,3,27.0
2022,1,4,1090,Timeless Sardines 2006,Timeless Sardines,1,9.0
2022,1,4,1091,Timeless Sardines 2007,Timeless Sardines,1,9.0
2022,1,4,1092,Timeless Sardines 2008,Timeless Sardines,2,18.0
2022,1,4,1093,Timeless Sardines 2009,Timeless Sardines,1,9.0
2022,1,4,1094,Timeless Sardines 2010,Timeless Sardines,1,9.0
2022,1,4,1097,Timeless Sardines 2013,Timeless Sardines,1,9.0
2022,1,4,1098,Timeless Sardines 2014,Timeless Sardines,2,18.0
2022,1,4,1100,Timeless Sardines 2016,Timeless Sardines,1,9.0
2022,1,4,1104,Timeless Sardines 2020,Timeless Sardines,4,36.0
2022,1,4,1105,Timeless Sardines 2021,Timeless Sardines,5,45.0
2022,1,4,1106,Timeless Sardines 2022,Timeless Sardines,5,45.0
2022,1,4,1107,Timeless Sardines 2023,Timeless Sardines,6,54.0
2022,1,4,1108,Timeless Sardines 2024,Timeless Sardines,4,36.0
2022,1,4,1109,Timeless Sardines 2025,Timeless Sardines,6,54.0
2022,1,4,1110,Timeless Sardines 2026,Timeless Sardines,5,45.0
2022,1,4,1111,Skinless & Boneless Sardines in Virgin Olive Oil,Sardines,212,3180.0
2022,1,4,1112,Small Sardines (Petinga),Sardines,3,23.7
2022,1,4,1113,Sardines with Peppers,Sardines,63,617.4
2022,1,4,1114,Spicy Smoked Sardines,Sardines,59,578.2
2022,1,4,1115,Sardines with Lemon,Sardines,48,470.4
2022,1,4,1116,Sardines in Tomato Sauce,Sardines,42,411.6
2022,1,4,1117,Sardines with Mustard,Sardines,36,410.4
2022,1,4,1118,Sardines with Ketchup,Sardines,8,80.0
2022,1,4,1119,Sardines with Seaweed in Extra Virgin Olive Oil,Sardines,7,89.6
2022,1,4,1120,Millesime,Sardines,1,43.3
2022,1,4,1121,Lingote (Ingot),Sardines,9,198.0
2022,1,4,1122,Sardines in Brine,Sardines,11,77.0
2022,1,4,1123,Anchovies,Sardines,45,432.0
2022,1,4,1124,Sardines w/ Stuffed Olives | Lisboa,Sardines w/ Stuffed Olives (Cities),26,338.0
2022,1,4,1125,Sardines w/ Stuffed Olives | Porto,Sardines w/ Stuffed Olives (Cities),5,65.0
2022,1,4,1126,Sardines w/ Stuffed Olives | Sintra,Sardines w/ Stuffed Olives (Cities),2,26.0
2022,1,4,1128,Sardines w/ Stuffed Olives | Obidos,Sardines w/ Stuffed Olives (Cities),3,39.0
2022,1,4,1129,Sardines w/ Stuffed Olives | Evora,Sardines w/ Stuffed Olives (Cities),3,39.0
2022,1,4,1130,Sardines w/ Stuffed Olives | Coimbra,Sardines w/ Stuffed Olives (Cities),1,13.0
2022,1,4,1131,Sardines w/ Stuffed Olives | Aveiro,Sardines w/ Stuffed Olives (Cities),4,52.0
