year,month,product_id,product,category,units,revenue
2021,6,1040,Timeless Sardines 1956,Timeless Sardines,45,405.0
2021,6,1041,Timeless Sardines 1957,Timeless Sardines,49,441.0
2021,6,1042,Timeless Sardines 1958,Timeless Sardines,34,306.0
2021,6,1043,Timeless Sardines 1959,Timeless Sardines,33,297.0
2021,6,1044,Timeless Sardines 1960,Timeless Sardines,55,495.0
2021,6,1045,Timeless Sardines 1961,Timeless Sardines,42,378.0
2021,6,1046,Timeless Sardines 1962,Timeless Sardines,44,396.0
2021,6,1047,Timeless Sardines 1963,Timeless Sardines,38,342.0
2021,6,1048,Timeless Sardines 1964,Timeless Sardines,38,342.0
2021,6,1049,Timeless Sardines 1965,Timeless Sardines,32,288.0
2021,6,1050,Timeless Sardines 1966,Timeless Sardines,36,324.0
2021,6,1051,Timeless Sardines 1967,Timeless Sardines,32,288.0
2021,6,1052,Timeless Sardines 1968,Timeless Sardines,40,360.0
2021,6,1053,Timeless Sardines 1969,Timeless Sardines,34,306.0
2021,6,1054,Timeless Sardines 1970,Timeless Sardines,35,315.0
2021,6,1055,Timeless Sardines 1971,Timeless Sardines,41,369.0
2021,6,1056,Timeless Sardines 1972,Timeless Sardines,32,288.0
2021,6,1057,Timeless Sardines 1973,Timeless Sardines,42,378.0
2021,6,1058,Timeless Sardines 1974,Timeless Sardines,22,198.0
2021,6,1059,Timeless Sardines 1975,Timeless Sardines,41,369.0
2021,6,1060,Timeless Sardines 1976,Timeless Sardines,38,342.0
2021,6,1061,Timeless Sardines 1977,Timeless Sardines,35,315.0
2021,6,1062,Timeless Sardines 1978,Timeless Sardines,32,288.0
2021,6,1063,Timeless Sardines 1979,Timeless Sardines,34,306.0
2021,6,1064,Timeless Sardines 1980,Timeless Sardines,28,252.0
2021,6,1065,Timeless Sardines 1981,Timeless Sardines,36,324.0
2021,6,1066,Timeless Sardines 1982,Timeless Sardines,26,234.0
2021,6,1067,Timeless Sardines 1983,Timeless Sardines,47,423.0
2021,6,1068,Timeless Sardines 1984,Timeless Sardines,35,315.0
2021,6,1069,Timeless Sardines 1985,Timeless Sardines,35,315.0
2021,6,1070,Timeless Sardines 1986,Timeless Sardines,45,405.0
2021,6,1071,Timeless Sardines 1987,Timeless Sardines,37,333.0
2021,6,1072,Timeless Sardines 1988,Timeless Sardines,44,396.0
2021,6,1073,Timeless Sardines 1989,Timeless Sardines,39,351.0
2021,6,1074,Timeless Sardines 1990,Timeless Sardines,39,351.0
2021,6,1075,Timeless Sardines 1991,Timeless Sardines,37,333.0
2021,6,1076,Timeless Sardines 1992,Timeless Sardines,46,414.0
2021,6,1077,Timeless Sardines 1993,Timeless Sardines,39,351.0
2021,6,1078,Timeless Sardines 1994,Timeless Sardines,48,432.0
2021,6,1079,Timeless Sardines 1995,Timeless Sardines,34,306.0
2021,6,1080,Timeless Sardines 1996,Timeless Sardines,41,369.0
2021,6,1081,Timeless Sardines 1997,Timeless Sardines,30,270.0
2021,6,1082,Timeless Sardines 1998,Timeless Sardines,48,432.0
2021,6,1083,Timeless Sardines 1999,Timeless Sardines,30,270.0
2021,6,1084,Timeless Sardines 2000,Timeless Sardines,34,306.0
2021,6,1085,Timeless Sardines 2001,Timeless Sardines,48,432.0
2021,6,1086,Timeless Sardines 2002,Timeless Sardines,32,288.0
2021,6,1087,Timeless Sardines 2003,Timeless Sardines,35,315.0
2021,6,1088,Timeless Sardines 2004,Timeless Sardines,41,369.0
2021,6,1089,Timeless Sardines 2005,Timeless Sardines,45,405.0
2021,6,1090,Timeless Sardines 2006,Timeless Sardines,8,72.0
2021,6,1091,Timeless Sardines 2007,Timeless Sardines,12,108.0
2021,6,1092,Timeless Sardines 2008,Timeless Sardines,2,18.0
2021,6,1093,Timeless Sardines 2009,Timeless Sardines,15,135.0
2021,6,1094,Timeless Sardines 2010,Timeless Sardines,8,72.0
2021,6,1095,Timeless Sardines 2011,Timeless Sardines,9,81.0
2021,6,1096,Timeless Sardines 2012,Timeless Sardines,5,45.0
2021,6,1097,Timeless Sardines 2013,Timeless Sardines,15,135.0
2021,6,1098,Timeless Sardines 2014,Timeless Sardines,7,63.0
2021,6,1099,Timeless Sardines 2015,Timeless Sardines,10,90.0
2021,6,1100,Timeless Sardines 2016,Timeless Sardines,12,108.0
2021,6,1101,Timeless Sardines 2017,Timeless Sardines,8,72.0
2021,6,1102,Timeless Sardines 2018,Timeless Sardines,10,90.0
2021,6,1103,Timeless Sardines 2019,Timeless Sardines,9,81.0
2021,6,1104,Timeless Sardines 2020,Timeless Sardines,54,486.0
2021,6,1105,Timeless Sardines 2021,Timeless Sardines,44,396.0
2021,6,1106,Timeless Sardines 2022,Timeless Sardines,48,432.0
2021,6,1107,Timeless Sardines 2023,Timeless Sardines,44,396.0
2021,6,1108,Timeless Sardines 2024,Timeless Sardines,66,594.0
2021,6,1109,Timeless Sardines 2025,Timeless Sardines,47,423.0
2021,6,1110,Timeless Sardines 2026,Timeless Sardines,51,459.0
2021,6,1111,Skinless & Boneless Sardines in Virgin Olive Oil,Sardines,1174,17610.0
2021,6,1112,Small Sardines (Petinga),Sardines,26,205.4
2021,6,1113,Sardines with Peppers,Sardines,362,3547.6
2021,6,1114,Spicy Smoked Sardines,Sardines,370,3626.0
2021,6,1115,Sardines with Lemon,Sardines,239,2342.2
2021,6,1116,Sardines in Tomato Sauce,Sardines,230,2254.0
2021,6,1117,Sardines with Mustard,Sardines,161,1835.4
2021,6,1118,Sardines with Ketchup,Sardines,21,210.0
2021,6,1119,Sardines with Seaweed in Extra Virgin Olive Oil,Sardines,15,192.0
2021,6,1120,Millesime,Sardines,1,43.3
2021,6,1121,Lingote (Ingot),Sardines,56,1232.0
2021,6,1122,Sardines in Brine,Sardines,55,385.0
2021,6,1123,Anchovies,Sardines,131,1257.6
2021,6,1124,Sardines w/ Stuffed Olives | Lisboa,Sardines w/ Stuffed Olives (Cities),301,3913.0
2021,6,1125,Sardines w/ Stuffed Olives | Porto,Sardines w/ Stuffed Olives (Cities),55,715.0
2021,6,1126,Sardines w/ Stuffed Olives | Sintra,Sardines w/ Stuffed Olives (Cities),42,546.0
2021,6,1127,Sardines w/ Stuffed Olives | Cascais,Sardines w/ Stuffed Olives (Cities),18,234.0
2021,6,1128,Sardines w/ Stuffed Olives | Obidos,Sardines w/ Stuffed Olives (Cities),19,247.0
2021,6,1129,Sardines w/ Stuffed Olives | Evora,Sardines w/ Stuffed Olives (Cities),26,338.0
2021,6,1130,Sardines w/ Stuffed Olives | Coimbra,Sardines w/ Stuffed Olives (Cities),23,299.0
2021,6,1131,Sardines w/ Stuffed Olives | Aveiro,Sardines w/ Stuffed Olives (Cities),14,182.0
2021,6,1132,Sardines w/ Stuffed Olives | Algarve,Sardines w/ Stuffed Olives (Cities),23,299.0
2021,6,1133,Sardines w/ Stuffed Olives | Madeira,Sardines w/ Stuffed Olives (Cities),19,247.0
2021,6,1134,Sardines w/ Stuffed Olives | Acores,Sardines w/ Stuffed Olives (Cities),17,221.0
2021,6,1135,Horse Mackerel in Extra Virgin Olive Oil,Other Fish & Seafood,30,180.0
2021,6,1136,Smoked Mussels in Olive Oil,Other Fish & Seafood,203,1583.4
2021,6,1137,Tuna in Olive Oil,Other Fish & Seafood,229,2038.1
2021,6,1138,Fillets with Mustard,Other Fish & Seafood,73,846.8
2021,6,1139,Mackerel Fillets in Olive Oil,Other Fish & Seafood,126,1171.8
2021,6,1140,Smoked Trout in Olive Oil,Other Fish & Seafood,92,892.4
2021,6,1141,Squid in Stewed Sauce,Other Fish & Seafood,50,490.0
2021,6,1142,Spicy Needlefish in Escabeche,Other Fish & Seafood,23,243.8
2021,6,1143,Spicy Needlefish in Extra Virgin Olive Oil,Other Fish & Seafood,22,224.4
2021,6,1144,Whelks in Brine,Other Fish & Seafood,38,391.4
2021,6,1145,Cod in Olive Oil,Other Fish & Seafood,391,4887.5
2021,6,1146,Smoked Cod Roe with Vegetables,Other Fish & Seafood,44,541.2
2021,6,1147,Baby Cuttlefish,Other Fish & Seafood,22,312.4
2021,6,1148,Scabbardfish in Extra Virgin Olive Oil,Other Fish & Seafood,42,575.4
2021,6,1149,Smoked Salmon in Olive Oil,Other Fish & Seafood,173,2560.4
2021,6,1150,Sea Bream in Extra Virgin Olive Oil,Other Fish & Seafood,54,820.8
2021,6,1151,Sea Bass in Extra Virgin Olive Oil,Other Fish & Seafood,245,3748.5
2021,6,1152,Octopus in Extra Virgin Olive Oil,Other Fish & Seafood,546,8626.8
2021,6,1153,Shrimp Scampi (Prawns),Other Fish & Seafood,259,4662.0
2021,6,1154,Meagre in Extra Virgin Olive Oil,Other Fish & Seafood,65,1170.0
2021,6,1155,Smoked Sole in Olive Oil,Other Fish & Seafood,7,172.9
2021,6,1156,Eels in Escabeche,Other Fish & Seafood,19,532.0
2021,6,1157,Smoked Eel Fillets in Olive Oil,Other Fish & Seafood,11,378.4
2021,6,1158,King Crab,Other Fish & Seafood,11,927.3
2021,6,1159,Spicy Lobster with Seaweed in EVOO,Other Fish & Seafood,23,1067.2
2021,6,1160,Mackerel Roe,Other Fish & Seafood,9,239.4
2021,6,1161,Sardine Roe,Other Fish & Seafood,1,47.6
2021,6,1162,Mackerel Pate,Pates,29,240.7
2021,6,1163,Sardine Pate,Pates,73,642.4
2021,6,1164,Sardine Pate with Mustard,Pates,45,423.0
2021,6,1165,Sardine Pate with Lemon,Pates,38,364.8
2021,6,1166,Cod Pate,Pates,60,588.0
2021,6,1167,Eel Escabeche Pate,Pates,13,140.4
2021,6,1168,Oat Balls with Vegetables,Vegetarian,18,158.4
2021,6,1169,Chickpea & Carrot Fritters,Vegetarian,30,291.0
2021,6,1170,Portobello Mushroom,Vegetarian,16,195.2
2021,6,1171,Sardine Summer Tote Bag,Packaging & Accessories,701,350.5
2021,6,1172,TNT Bag,Packaging & Accessories,29,58.0
2021,6,1173,COMUR Net Bag,Packaging & Accessories,7,140.0
2021,6,1174,Large Bag COMUR/MFSP,Packaging & Accessories,15,7.5
2021,6,1175,Small MFSP Bag,Packaging & Accessories,22,4.4
2021,6,1176,Portuguese Sardine Box 8un,Packaging & Accessories,230,0.0
2021,6,1177,Pates Box,Packaging & Accessories,22,0.0
2021,6,1178,Anchovies Box,Packaging & Accessories,12,0.0
2021,6,1179,Comur Survival Kit Box,Packaging & Accessories,14,0.0
2021,6,1180,Lingote Box,Packaging & Accessories,14,0.0
2021,6,1181,Crazy for Sardines Box,Packaging & Accessories,60,0.0
2021,7,1000,Timeless Sardines 1916,Timeless Sardines,12,108.0
2021,7,1001,Timeless Sardines 1917,Timeless Sardines,9,81.0
2021,7,1002,Timeless Sardines 1918,Timeless Sardines,13,117.0
2021,7,1003,Timeless Sardines 1919,Timeless Sardines,16,144.0
2021,7,1004,Timeless Sardines 1920,Timeless Sardines,8,72.0
2021,7,1005,Timeless Sardines 1921,Timeless Sardines,9,81.0
2021,7,1006,Timeless Sardines 1922,Timeless Sardines,6,54.0
2021,7,1007,Timeless Sardines 1923,Timeless Sardines,10,90.0
2021,7,1008,Timeless Sardines 1924,Timeless Sardines,11,99.0
2021,7,1009,Timeless Sardines 1925,Timeless Sardines,8,72.0
2021,7,1010,Timeless Sardines 1926,Timeless Sardines,14,126.0
2021,7,1011,Timeless Sardines 1927,Timeless Sardines,9,81.0
2021,7,1012,Timeless Sardines 1928,Timeless Sardines,9,81.0
2021,7,1013,Timeless Sardines 1929,Timeless Sardines,13,117.0
2021,7,1014,Timeless Sardines 1930,Timeless Sardines,13,117.0
2021,7,1015,Timeless Sardines 1931,Timeless Sardines,12,108.0
2021,7,1016,Timeless Sardines 1932,Timeless Sardines,10,90.0
2021,7,1017,Timeless Sardines 1933,Timeless Sardines,7,63.0
2021,7,1018,Timeless Sardines 1934,Timeless Sardines,14,126.0
2021,7,1019,Timeless Sardines 1935,Timeless Sardines,9,81.0
2021,7,1020,Timeless Sardines 1936,Timeless Sardines,8,72.0
2021,7,1021,Timeless Sardines 1937,Timeless Sardines,7,63.0
2021,7,1022,Timeless Sardines 1938,Timeless Sardines,10,90.0
2021,7,1023,Timeless Sardines 1939,Timeless Sardines,11,99.0
2021,7,1024,Timeless Sardines 1940,Timeless Sardines,11,99.0
2021,7,1025,Timeless Sardines 1941,Timeless Sardines,16,144.0
2021,7,1026,Timeless Sardines 1942,Timeless Sardines,11,99.0
2021,7,1027,Timeless Sardines 1943,Timeless Sardines,14,126.0
2021,7,1028,Timeless Sardines 1944,Timeless Sardines,9,81.0
2021,7,1029,Timeless Sardines 1945,Timeless Sardines,10,90.0
2021,7,1030,Timeless Sardines 1946,Timeless Sardines,6,54.0
2021,7,1031,Timeless Sardines 1947,Timeless Sardines,10,90.0
2021,7,1032,Timeless Sardines 1948,Timeless Sardines,6,54.0
2021,7,1033,Timeless Sardines 1949,Timeless Sardines,8,72.0
2021,7,1034,Timeless Sardines 1950,Timeless Sardines,42,378.0
2021,7,1035,Timeless Sardines 1951,Timeless Sardines,30,270.0
2021,7,1036,Timeless Sardines 1952,Timeless Sardines,42,378.0
2021,7,1037,Timeless Sardines 1953,Timeless Sardines,47,423.0
2021,7,1038,Timeless Sardines 1954,Timeless Sardines,27,243.0
2021,7,1039,Timeless Sardines 1955,Timeless Sardines,39,351.0
2021,7,1040,Timeless Sardines 1956,Timeless Sardines,40,360.0
2021,7,1041,Timeless Sardines 1957,Timeless Sardines,49,441.0
2021,7,1042,Timeless Sardines 1958,Timeless Sardines,27,243.0
2021,7,1043,Timeless Sardines 1959,Timeless Sardines,40,360.0
2021,7,1044,Timeless Sardines 1960,Timeless Sardines,43,387.0
2021,7,1045,Timeless Sardines 1961,Timeless Sardines,35,315.0
2021,7,1046,Timeless Sardines 1962,Timeless Sardines,35,315.0
2021,7,1047,Timeless Sardines 1963,Timeless Sardines,44,396.0
2021,7,1048,Timeless Sardines 1964,Timeless Sardines,35,315.0
2021,7,1049,Timeless Sardines 1965,Timeless Sardines,35,315.0
2021,7,1050,Timeless Sardines 1966,Timeless Sardines,42,378.0
2021,7,1051,Timeless Sardines 1967,Timeless Sardines,31,279.0
2021,7,1052,Timeless Sardines 1968,Timeless Sardines,25,225.0
2021,7,1053,Timeless Sardines 1969,Timeless Sardines,43,387.0
2021,7,1054,Timeless Sardines 1970,Timeless Sardines,42,378.0
2021,7,1055,Timeless Sardines 1971,Timeless Sardines,37,333.0
2021,7,1056,Timeless Sardines 1972,Timeless Sardines,31,279.0
2021,7,1057,Timeless Sardines 1973,Timeless Sardines,42,378.0
2021,7,1058,Timeless Sardines 1974,Timeless Sardines,38,342.0
2021,7,1059,Timeless Sardines 1975,Timeless Sardines,27,243.0
2021,7,1060,Timeless Sardines 1976,Timeless Sardines,41,369.0
2021,7,1061,Timeless Sardines 1977,Timeless Sardines,38,342.0
2021,7,1062,Timeless Sardines 1978,Timeless Sardines,31,279.0
2021,7,1063,Timeless Sardines 1979,Timeless Sardines,36,324.0
2021,7,1064,Timeless Sardines 1980,Timeless Sardines,45,405.0
2021,7,1065,Timeless Sardines 1981,Timeless Sardines,35,315.0
2021,7,1066,Timeless Sardines 1982,Timeless Sardines,41,369.0
2021,7,1067,Timeless Sardines 1983,Timeless Sardines,46,414.0
2021,7,1068,Timeless Sardines 1984,Timeless Sardines,33,297.0
2021,7,1069,Timeless Sardines 1985,Timeless Sardines,52,468.0
2021,7,1070,Timeless Sardines 1986,Timeless Sardines,40,360.0
2021,7,1071,Timeless Sardines 1987,Timeless Sardines,34,306.0
2021,7,1072,Timeless Sardines 1988,Timeless Sardines,41,369.0
2021,7,1073,Timeless Sardines 1989,Timeless Sardines,38,342.0
2021,7,1074,Timeless Sardines 1990,Timeless Sardines,38,342.0
2021,7,1075,Timeless Sardines 1991,Timeless Sardines,35,315.0
2021,7,1076,Timeless Sardines 1992,Timeless Sardines,29,261.0
2021,7,1077,Timeless Sardines 1993,Timeless Sardines,39,351.0
2021,7,1078,Timeless Sardines 1994,Timeless Sardines,43,387.0
2021,7,1079,Timeless Sardines 1995,Timeless Sardines,48,432.0
2021,7,1080,Timeless Sardines 1996,Timeless Sardines,36,324.0
2021,7,1081,Timeless Sardines 1997,Timeless Sardines,30,270.0
2021,7,1082,Timeless Sardines 1998,Timeless Sardines,47,423.0
2021,7,1083,Timeless Sardines 1999,Timeless Sardines,26,234.0
2021,7,1084,Timeless Sardines 2000,Timeless Sardines,53,477.0
2021,7,1085,Timeless Sardines 2001,Timeless Sardines,41,369.0
2021,7,1086,Timeless Sardines 2002,Timeless Sardines,41,369.0
2021,7,1087,Timeless Sardines 2003,Timeless Sardines,40,360.0
2021,7,1088,Timeless Sardines 2004,Timeless Sardines,34,306.0
2021,7,1089,Timeless Sardines 2005,Timeless Sardines,34,306.0
2021,7,1090,Timeless Sardines 2006,Timeless Sardines,7,63.0
2021,7,1091,Timeless Sardines 2007,Timeless Sardines,16,144.0
2021,7,1092,Timeless Sardines 2008,Timeless Sardines,7,63.0
2021,7,1093,Timeless Sardines 2009,Timeless Sardines,21,189.0
2021,7,1094,Timeless Sardines 2010,Timeless Sardines,5,45.0
2021,7,1095,Timeless Sardines 2011,Timeless Sardines,4,36.0
2021,7,1096,Timeless Sardines 2012,Timeless Sardines,8,72.0
2021,7,1097,Timeless Sardines 2013,Timeless Sardines,11,99.0
2021,7,1098,Timeless Sardines 2014,Timeless Sardines,13,117.0
2021,7,1099,Timeless Sardines 2015,Timeless Sardines,7,63.0
2021,7,1100,Timeless Sardines 2016,Timeless Sardines,7,63.0
2021,7,1101,Timeless Sardines 2017,Timeless Sardines,13,117.0
2021,7,1102,Timeless Sardines 2018,Timeless Sardines,4,36.0
2021,7,1103,Timeless Sardines 2019,Timeless Sardines,19,171.0
2021,7,1104,Timeless Sardines 2020,Timeless Sardines,56,504.0
2021,7,1105,Timeless Sardines 2021,Timeless Sardines,48,432.0
2021,7,1106,Timeless Sardines 2022,Timeless Sardines,54,486.0
2021,7,1107,Timeless Sardines 2023,Timeless Sardines,52,468.0
2021,7,1108,Timeless Sardines 2024,Timeless Sardines,44,396.0
2021,7,1109,Timeless Sardines 2025,Timeless Sardines,53,477.0
2021,7,1110,Timeless Sardines 2026,Timeless Sardines,40,360.0
2021,7,1111,Skinless & Boneless Sardines in Virgin Olive Oil,Sardines,1210,18150.0
2021,7,1112,Small Sardines (Petinga),Sardines,24,189.6
2021,7,1113,Sardines with Peppers,Sardines,359,3518.2000000000003
2021,7,1114,Spicy Smoked Sardines,Sardines,394,3861.2
2021,7,1115,Sardines with Lemon,Sardines,260,2548.0
2021,7,1116,Sardines in Tomato Sauce,Sardines,251,2459.8
2021,7,1117,Sardines with Mustard,Sardines,180,2052.0
2021,7,1118,Sardines with Ketchup,Sardines,20,200.0
2021,7,1119,Sardines with Seaweed in Extra Virgin Olive Oil,Sardines,32,409.6
2021,7,1120,Millesime,Sardines,11,476.3
2021,7,1121,Lingote (Ingot),Sardines,45,990.0
2021,7,1122,Sardines in Brine,Sardines,43,301.0
2021,7,1123,Anchovies,Sardines,120,1152.0
2021,7,1124,Sardines w/ Stuffed Olives | Lisboa,Sardines w/ Stuffed Olives (Cities),303,3939.0
2021,7,1125,Sardines w/ Stuffed Olives | Porto,Sardines w/ Stuffed Olives (Cities),38,494.0
2021,7,1126,Sardines w/ Stuffed Olives | Sintra,Sardines w/ Stuffed Olives (Cities),46,598.0
2021,7,1127,Sardines w/ Stuffed Olives | Cascais,Sardines w/ Stuffed Olives (Cities),22,286.0
2021,7,1128,Sardines w/ Stuffed Olives | Obidos,Sardines w/ Stuffed Olives (Cities),22,286.0
2021,7,1129,Sardines w/ Stuffed Olives | Evora,Sardines w/ Stuffed Olives (Cities),24,312.0
2021,7,1130,Sardines w/ Stuffed Olives | Coimbra,Sardines w/ Stuffed Olives (Cities),17,221.0
2021,7,1131,Sardines w/ Stuffed Olives | Aveiro,Sardines w/ Stuffed Olives (Cities),19,247.0
2021,7,1132,Sardines w/ Stuffed Olives | Algarve,Sardines w/ Stuffed Olives (Cities),19,247.0
2021,7,1133,Sardines w/ Stuffed Olives | Madeira,Sardines w/ Stuffed Olives (Cities),20,260.0
2021,7,1134,Sardines w/ Stuffed Olives | Acores,Sardines w/ Stuffed Olives (Cities),17,221.0
2021,7,1135,Horse Mackerel in Extra Virgin Olive Oil,Other Fish & Seafood,21,126.0
2021,7,1136,Smoked Mussels in Olive Oil,Other Fish & Seafood,188,1466.4
2021,7,1137,Tuna in Olive Oil,Other Fish & Seafood,244,2171.6
2021,7,1138,Fillets with Mustard,Other Fish & Seafood,56,649.6
2021,7,1139,Mackerel Fillets in Olive Oil,Other Fish & Seafood,131,1218.3
2021,7,1140,Smoked Trout in Olive Oil,Other Fish & Seafood,105,1018.5
2021,7,1141,Squid in Stewed Sauce,Other Fish & Seafood,51,499.8
2021,7,1142,Spicy Needlefish in Escabeche,Other Fish & Seafood,23,243.8
2021,7,1143,Spicy Needlefish in Extra Virgin Olive Oil,Other Fish & Seafood,26,265.2
2021,7,1144,Whelks in Brine,Other Fish & Seafood,43,442.9
2021,7,1145,Cod in Olive Oil,Other Fish & Seafood,422,5275.0
2021,7,1146,Smoked Cod Roe with Vegetables,Other Fish & Seafood,52,639.6
2021,7,1147,Baby Cuttlefish,Other Fish & Seafood,27,383.4
2021,7,1148,Scabbardfish in Extra Virgin Olive Oil,Other Fish & Seafood,37,506.9
2021,7,1149,Smoked Salmon in Olive Oil,Other Fish & Seafood,197,2915.6
2021,7,1150,Sea Bream in Extra Virgin Olive Oil,Other Fish & Seafood,52,790.4
2021,7,1151,Sea Bass in Extra Virgin Olive Oil,Other Fish & Seafood,198,3029.4
2021,7,1152,Octopus in Extra Virgin Olive Oil,Other Fish & Seafood,513,8105.4
2021,7,1153,Shrimp Scampi (Prawns),Other Fish & Seafood,271,4878.0
2021,7,1154,Meagre in Extra Virgin Olive Oil,Other Fish & Seafood,46,828.0
2021,7,1155,Smoked Sole in Olive Oil,Other Fish & Seafood,3,74.1
2021,7,1156,Eels in Escabeche,Other Fish & Seafood,8,224.0
2021,7,1157,Smoked Eel Fillets in Olive Oil,Other Fish & Seafood,14,481.6
2021,7,1158,King Crab,Other Fish & Seafood,8,674.4
2021,7,1159,Spicy Lobster with Seaweed in EVOO,Other Fish & Seafood,24,1113.6
2021,7,1160,Mackerel Roe,Other Fish & Seafood,8,212.8
2021,7,1161,Sardine Roe,Other Fish & Seafood,3,142.8
2021,7,1162,Mackerel Pate,Pates,36,298.8
2021,7,1163,Sardine Pate,Pates,66,580.8
2021,7,1164,Sardine Pate with Mustard,Pates,25,235.0
2021,7,1165,Sardine Pate with Lemon,Pates,38,364.8
2021,7,1166,Cod Pate,Pates,68,666.4
2021,7,1167,Eel Escabeche Pate,Pates,16,172.8
2021,7,1168,Oat Balls with Vegetables,Vegetarian,27,237.6
2021,7,1169,Chickpea & Carrot Fritters,Vegetarian,30,291.0
2021,7,1170,Portobello Mushroom,Vegetarian,16,195.2
2021,7,1171,Sardine Summer Tote Bag,Packaging & Accessories,729,364.5
2021,7,1172,TNT Bag,Packaging & Accessories,21,42.0
2021,7,1173,COMUR Net Bag,Packaging & Accessories,4,80.0
2021,7,1174,Large Bag COMUR/MFSP,Packaging & Accessories,20,10.0
2021,7,1175,Small MFSP Bag,Packaging & Accessories,35,7.0
2021,7,1176,Portuguese Sardine Box 8un,Packaging & Accessories,205,0.0
2021,7,1177,Pates Box,Packaging & Accessories,20,0.0
2021,7,1178,Anchovies Box,Packaging & Accessories,8,0.0
2021,7,1179,Comur Survival Kit Box,Packaging & Accessories,10,0.0
2021,7,1180,Lingote Box,Packaging & Accessories,10,0.0
2021,7,1181,Crazy for Sardines Box,Packaging & Accessories,74,0.0
2021,8,1000,Timeless Sardines 1916,Timeless Sardines,9,81.0
2021,8,1001,Timeless Sardines 1917,Timeless Sardines,9,81.0
2021,8,1002,Timeless Sardines 1918,Timeless Sardines,3,27.0
2021,8,1003,Timeless Sardines 1919,Timeless Sardines,12,108.0
2021,8,1004,Timeless Sardines 1920,Timeless Sardines,13,117.0
2021,8,1005,Timeless Sardines 1921,Timeless Sardines,9,81.0
2021,8,1006,Timeless Sardines 1922,Timeless Sardines,9,81.0
2021,8,1007,Timeless Sardines 1923,Timeless Sardines,7,63.0
2021,8,1008,Timeless Sardines 1924,Timeless Sardines,5,45.0
2021,8,1009,Timeless Sardines 1925,Timeless Sardines,10,90.0
2021,8,1010,Timeless Sardines 1926,Timeless Sardines,8,72.0
2021,8,1011,Timeless Sardines 1927,Timeless Sardines,10,90.0
2021,8,1012,Timeless Sardines 1928,Timeless Sardines,8,72.0
2021,8,1013,Timeless Sardines 1929,Timeless Sardines,10,90.0
2021,8,1014,Timeless Sardines 1930,Timeless Sardines,10,90.0
2021,8,1015,Timeless Sardines 1931,Timeless Sardines,7,63.0
2021,8,1016,Timeless Sardines 1932,Timeless Sardines,12,108.0
2021,8,1017,Timeless Sardines 1933,Timeless Sardines,8,72.0
2021,8,1018,Timeless Sardines 1934,Timeless Sardines,8,72.0
2021,8,1019,Timeless Sardines 1935,Timeless Sardines,8,72.0
2021,8,1020,Timeless Sardines 1936,Timeless Sardines,15,135.0
2021,8,1021,Timeless Sardines 1937,Timeless Sardines,14,126.0
2021,8,1022,Timeless Sardines 1938,Timeless Sardines,5,45.0
2021,8,1023,Timeless Sardines 1939,Timeless Sardines,8,72.0
2021,8,1024,Timeless Sardines 1940,Timeless Sardines,7,63.0
2021,8,1025,Timeless Sardines 1941,Timeless Sardines,10,90.0
2021,8,1026,Timeless Sardines 1942,Timeless Sardines,14,126.0
2021,8,1027,Timeless Sardines 1943,Timeless Sardines,3,27.0
2021,8,1028,Timeless Sardines 1944,Timeless Sardines,7,63.0
2021,8,1029,Timeless Sardines 1945,Timeless Sardines,10,90.0
2021,8,1030,Timeless Sardines 1946,Timeless Sardines,5,45.0
2021,8,1031,Timeless Sardines 1947,Timeless Sardines,12,108.0
2021,8,1032,Timeless Sardines 1948,Timeless Sardines,4,36.0
2021,8,1033,Timeless Sardines 1949,Timeless Sardines,7,63.0
2021,8,1034,Timeless Sardines 1950,Timeless Sardines,47,423.0
2021,8,1035,Timeless Sardines 1951,Timeless Sardines,32,288.0
2021,8,1036,Timeless Sardines 1952,Timeless Sardines,28,252.0
2021,8,1037,Timeless Sardines 1953,Timeless Sardines,31,279.0
2021,8,1038,Timeless Sardines 1954,Timeless Sardines,38,342.0
2021,8,1039,Timeless Sardines 1955,Timeless Sardines,33,297.0
2021,8,1040,Timeless Sardines 1956,Timeless Sardines,33,297.0
2021,8,1041,Timeless Sardines 1957,Timeless Sardines,51,459.0
2021,8,1042,Timeless Sardines 1958,Timeless Sardines,37,333.0
2021,8,1043,Timeless Sardines 1959,Timeless Sardines,44,396.0
2021,8,1044,Timeless Sardines 1960,Timeless Sardines,31,279.0
2021,8,1045,Timeless Sardines 1961,Timeless Sardines,43,387.0
2021,8,1046,Timeless Sardines 1962,Timeless Sardines,32,288.0
2021,8,1047,Timeless Sardines 1963,Timeless Sardines,45,405.0
2021,8,1048,Timeless Sardines 1964,Timeless Sardines,44,396.0
2021,8,1049,Timeless Sardines 1965,Timeless Sardines,38,342.0
2021,8,1050,Timeless Sardines 1966,Timeless Sardines,37,333.0
2021,8,1051,Timeless Sardines 1967,Timeless Sardines,34,306.0
2021,8,1052,Timeless Sardines 1968,Timeless Sardines,43,387.0
2021,8,1053,Timeless Sardines 1969,Timeless Sardines,26,234.0
2021,8,1054,Timeless Sardines 1970,Timeless Sardines,33,297.0
2021,8,1055,Timeless Sardines 1971,Timeless Sardines,33,297.0
2021,8,1056,Timeless Sardines 1972,Timeless Sardines,44,396.0
2021,8,1057,Timeless Sardines 1973,Timeless Sardines,43,387.0
2021,8,1058,Timeless Sardines 1974,Timeless Sardines,28,252.0
